(24/05/2024|00:00:07) [GRATIDAO12|D4:D2:D6:54:19:A3|192.141.82.237] : MobName:BM-Odin dropou o item: Poeira_de_Lactolerium:413 59.236.59.18.59.64 do mob:Morlock
(24/05/2024|00:44:54) [ADEILDO01|18:C0:4D:43:0A:6F|186.195.239.79] : MobName:LaEleMetal dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:HorizonAmald
(24/05/2024|00:44:56) [GFERREIRA1|10:C3:7B:C3:83:6D|177.200.255.112] : MobName:BestaMaster dropou o item: Pedra_do_Sábio:1774 0.0.0.0.0.0 do mob:Morlock
(24/05/2024|00:45:02) [ADEILDO01|18:C0:4D:43:0A:6F|186.195.239.79] : MobName:LaEleMetal dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:HorizonAmald
(24/05/2024|00:45:02) [DREXEL02|ED:56:C3:FF:2D:C0|45.231.175.7] : MobName:MagaNegra dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:45:02) [MODS03|00:E2:69:6D:06:ED|170.78.33.88] : MobName:-lBioHaZZarD dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:45:05) [JEFFE93|E6:0E:A1:F0:86:A8|45.188.62.26] : MobName:Patolino dropou o item: Esmeralda:2442 0.0.0.0.0.0 do mob:Cria de Aranha
(24/05/2024|00:45:06) [SMASH35|B4:2E:99:F4:C4:2D|138.0.244.88] : MobName:black dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:HorizonAmald
(24/05/2024|00:45:16) [RAFALAN1|00:05:16:5A:23:7F|177.129.25.62] : MobName:LUCIFER dropou o item: Esmeralda:2442 0.0.0.0.0.0 do mob:Morlock
(24/05/2024|00:45:17) [ADEILDO01|18:C0:4D:43:0A:6F|186.195.239.79] : MobName:LaEleMetal dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:HorizonAmald
(24/05/2024|00:45:21) [THAMUZ|20:89:84:07:DE:50|45.191.23.254] : MobName:THAMUZ dropou o item: Moeda_de_Prata(1Mi):4026 43.4.0.0.0.0 do mob:Demonio do Vale
(24/05/2024|00:45:26) [RAFALAN1|00:05:16:5A:23:7F|177.129.25.62] : MobName:LUCIFER dropou o item: Esmeralda:2442 0.0.0.0.0.0 do mob:Morlock
(24/05/2024|00:45:28) [GFERREIRA2|10:C3:7B:C3:83:6D|177.200.255.112] : MobName:BM-W dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:AranhaAmald
(24/05/2024|00:45:30) [MODS03|00:E2:69:6D:06:ED|170.78.33.88] : MobName:-lBioHaZZarD dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:45:43) [GFERREIRA2|10:C3:7B:C3:83:6D|177.200.255.112] : MobName:BM-W dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:AranhaAmald
(24/05/2024|00:45:48) [YCOUTINHO|9C:2A:70:8A:82:5A|201.14.93.34] : MobName:XxJ0K3RxX dropou o item: Poeira_de_Lactolerium:413 59.145.59.239.59.190 do mob:Tauron
(24/05/2024|00:45:52) [DREXEL02|ED:56:C3:FF:2D:C0|45.231.175.7] : MobName:MagaNegra dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:45:53) [SMASH35|B4:2E:99:F4:C4:2D|138.0.244.88] : MobName:black dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:HorizonAmald
(24/05/2024|00:45:55) [SMASH35|B4:2E:99:F4:C4:2D|138.0.244.88] : MobName:black dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:HorizonAmald
(24/05/2024|00:45:56) [JEFFE93|E6:0E:A1:F0:86:A8|45.188.62.26] : MobName:Patolino dropou o item: Diamante:2441 0.0.0.0.0.0 do mob:Cria de Aranha
(24/05/2024|00:46:05) [SMASH35|B4:2E:99:F4:C4:2D|138.0.244.88] : MobName:black dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:HorizonAmald
(24/05/2024|00:46:05) [DREXEL02|ED:56:C3:FF:2D:C0|45.231.175.7] : MobName:MagaNegra dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:46:30) [LKSLAN|70:4D:7B:CE:F9:E7|177.12.24.240] : MobName:Solitario dropou o item: Garnet:2444 0.0.0.0.0.0 do mob:Cria de Aranha
(24/05/2024|00:46:30) [SMASH35|B4:2E:99:F4:C4:2D|138.0.244.88] : MobName:black dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:HorizonAmald
(24/05/2024|00:46:31) [JEFFE93|E6:0E:A1:F0:86:A8|45.188.62.26] : MobName:Patolino dropou o item: Moeda_de_Prata(1Mi):4026 43.4.0.0.0.0 do mob:Cria de Aranha
(24/05/2024|00:46:31) [JEFFE93|E6:0E:A1:F0:86:A8|45.188.62.26] : MobName:Patolino dropou o item: Diamante:2441 0.0.0.0.0.0 do mob:Cria de Aranha
(24/05/2024|00:46:38) [ADEILDO02|5C:C9:D3:1E:63:2A|104.28.229.179] : MobName:FMZINHA dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:46:42) [CAPORAL|9C:53:22:20:FC:E9|179.124.196.128] : MobName:Batman dropou o item: Esmeralda:2442 0.0.0.0.0.0 do mob:Demonio do Vale
(24/05/2024|00:46:43) [GFERREIRA1|10:C3:7B:C3:83:6D|177.200.255.112] : MobName:BestaMaster dropou o item: Pedra_do_Sábio:1774 0.0.0.0.0.0 do mob:Morlock
(24/05/2024|00:46:44) [MODS03|00:E2:69:6D:06:ED|170.78.33.88] : MobName:-lBioHaZZarD dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:46:53) [RAFALAN1|00:05:16:5A:23:7F|177.129.25.62] : MobName:LUCIFER dropou o item: Pedra_do_Sábio:1774 0.0.0.0.0.0 do mob:Morlock
(24/05/2024|00:46:53) [RAFALAN1|00:05:16:5A:23:7F|177.129.25.62] : MobName:LUCIFER dropou o item: Poeira_de_Lactolerium:413 59.100.59.52.59.25 do mob:Morlock
(24/05/2024|00:46:58) [GFERREIRA1|10:C3:7B:C3:83:6D|177.200.255.112] : MobName:BestaMaster dropou o item: Garnet:2444 0.0.0.0.0.0 do mob:Morlock
(24/05/2024|00:47:04) [SMASH35|B4:2E:99:F4:C4:2D|138.0.244.88] : MobName:black dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:HorizonAmald
(24/05/2024|00:47:04) [THALES0101|40:8D:5C:ED:54:CF|177.137.198.142] : MobName:Barbecue dropou o item: Poeira_de_Oriharucon:412 59.58.59.33.59.177 do mob:Cria de Aranha
(24/05/2024|00:47:06) [ADEILDO01|18:C0:4D:43:0A:6F|186.195.239.79] : MobName:LaEleMetal dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:HorizonAmald
(24/05/2024|00:47:09) [PINCE1|A3:10:F7:E1:CC:45|187.19.163.52] : MobName:NotLiving dropou o item: Diamante:2441 0.0.0.0.0.0 do mob:Verme 
(24/05/2024|00:47:19) [ADEILDO01|18:C0:4D:43:0A:6F|186.195.239.79] : MobName:LaEleMetal dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:HorizonAmald
(24/05/2024|00:47:21) [LKSLAN|70:4D:7B:CE:F9:E7|177.12.24.240] : MobName:Solitario dropou o item: Coral:2443 0.0.0.0.0.0 do mob:Cria de Aranha
(24/05/2024|00:47:22) [LKSLAN|70:4D:7B:CE:F9:E7|177.12.24.240] : MobName:Solitario dropou o item: Coral:2443 0.0.0.0.0.0 do mob:Cria de Aranha
(24/05/2024|00:47:27) [ADEILDO01|18:C0:4D:43:0A:6F|186.195.239.79] : MobName:LaEleMetal dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:HorizonAmald
(24/05/2024|00:47:27) [DREXEL02|ED:56:C3:FF:2D:C0|45.231.175.7] : MobName:MagaNegra dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:47:29) [GFERREIRA2|10:C3:7B:C3:83:6D|177.200.255.112] : MobName:BM-W dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:AranhaAmald
(24/05/2024|00:47:30) [JEFFE93|E6:0E:A1:F0:86:A8|45.188.62.26] : MobName:Patolino dropou o item: Diamante:2441 0.0.0.0.0.0 do mob:Cria de Aranha
(24/05/2024|00:47:40) [OLIVEIRA5|2C:8D:B1:3C:6D:B4|131.221.90.121] : MobName:Dodo5 dropou o item: Diamante:2441 0.0.0.0.0.0 do mob:Cria de Aranha
(24/05/2024|00:47:40) [DROPTOMMY|70:4D:7B:CE:F9:E7|177.12.24.240] : MobName:RangeR dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:47:41) [RAFALAN1|00:05:16:5A:23:7F|177.129.25.62] : MobName:LUCIFER dropou o item: Pedra_do_Sábio:1774 0.0.0.0.0.0 do mob:Morlock
(24/05/2024|00:47:54) [SMASH35|B4:2E:99:F4:C4:2D|138.0.244.88] : MobName:black dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:HorizonAmald
(24/05/2024|00:47:55) [GFERREIRA2|10:C3:7B:C3:83:6D|177.200.255.112] : MobName:BM-W dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:AranhaAmald
(24/05/2024|00:47:58) [OLIVEIRA1|2C:8D:B1:3C:6D:B4|131.221.90.121] : MobName:Dodo1 dropou o item: Garnet:2444 0.0.0.0.0.0 do mob:Cria de Aranha
(24/05/2024|00:48:04) [DROPTOMMY|70:4D:7B:CE:F9:E7|177.12.24.240] : MobName:RangeR dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:48:06) [SMASH35|B4:2E:99:F4:C4:2D|138.0.244.88] : MobName:black dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:HorizonAmald
(24/05/2024|00:48:27) [CAPORAL2|9C:53:22:20:FC:E9|179.124.196.128] : MobName:M4A1-S dropou o item: Pedra_do_Sábio:1774 0.0.0.0.0.0 do mob:Demonio do Vale
(24/05/2024|00:48:36) [GFERREIRA2|10:C3:7B:C3:83:6D|177.200.255.112] : MobName:BM-W dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:AranhaAmald
(24/05/2024|00:48:37) [GFERREIRA2|10:C3:7B:C3:83:6D|177.200.255.112] : MobName:BM-W dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:AranhaAmald
(24/05/2024|00:48:48) [THAMUZ|20:89:84:07:DE:50|45.191.23.254] : MobName:THAMUZ dropou o item: Moeda_de_Prata(1Mi):4026 43.4.0.0.0.0 do mob:Demonio do Vale
(24/05/2024|00:48:51) [JEFFE93|E6:0E:A1:F0:86:A8|45.188.62.26] : MobName:Patolino dropou o item: Diamante:2441 0.0.0.0.0.0 do mob:Cria de Aranha
(24/05/2024|00:49:01) [RAFALAN1|00:05:16:5A:23:7F|177.129.25.62] : MobName:LUCIFER dropou o item: Pedra_do_Sábio:1774 0.0.0.0.0.0 do mob:Morlock
(24/05/2024|00:49:04) [GFERREIRA2|10:C3:7B:C3:83:6D|177.200.255.112] : MobName:BM-W dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:AranhaAmald
(24/05/2024|00:49:08) [GFERREIRA1|10:C3:7B:C3:83:6D|177.200.255.112] : MobName:BestaMaster dropou o item: Pedra_do_Sábio:1774 0.0.0.0.0.0 do mob:Morlock
(24/05/2024|00:49:17) [JEFFE93|E6:0E:A1:F0:86:A8|45.188.62.26] : MobName:Patolino dropou o item: Diamante:2441 0.0.0.0.0.0 do mob:Cria de Aranha
(24/05/2024|00:49:27) [OLIVEIRA5|2C:8D:B1:3C:6D:B4|131.221.90.121] : MobName:Dodo5 dropou o item: Coral:2443 0.0.0.0.0.0 do mob:Cria de Aranha
(24/05/2024|00:49:28) [ADEILDO02|5C:C9:D3:1E:63:2A|104.28.229.179] : MobName:FMZINHA dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:HorizonAmald
(24/05/2024|00:49:29) [GFERREIRA2|10:C3:7B:C3:83:6D|177.200.255.112] : MobName:BM-W dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:AranhaAmald
(24/05/2024|00:49:29) [ADEILDO01|18:C0:4D:43:0A:6F|186.195.239.79] : MobName:LaEleMetal dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:HorizonAmald
(24/05/2024|00:49:42) [MODS03|00:E2:69:6D:06:ED|170.78.33.88] : MobName:-lBioHaZZarD dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:49:43) [MODS03|00:E2:69:6D:06:ED|170.78.33.88] : MobName:-lBioHaZZarD dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:49:53) [ADEILDO01|18:C0:4D:43:0A:6F|186.195.239.79] : MobName:LaEleMetal dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:HorizonAmald
(24/05/2024|00:49:54) [GFERREIRA2|10:C3:7B:C3:83:6D|177.200.255.112] : MobName:BM-W dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:AranhaAmald
(24/05/2024|00:50:04) [ADEILDO02|5C:C9:D3:1E:63:2A|104.28.229.179] : MobName:FMZINHA dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:HorizonAmald
(24/05/2024|00:50:07) [GFERREIRA2|10:C3:7B:C3:83:6D|177.200.255.112] : MobName:BM-W dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:AranhaAmald
(24/05/2024|00:50:27) [ADEILDO01|18:C0:4D:43:0A:6F|186.195.239.79] : MobName:LaEleMetal dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:HorizonAmald
(24/05/2024|00:50:29) [ADEILDO01|18:C0:4D:43:0A:6F|186.195.239.79] : MobName:LaEleMetal dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:HorizonAmald
(24/05/2024|00:50:31) [JEFFE93|E6:0E:A1:F0:86:A8|45.188.62.26] : MobName:Patolino dropou o item: Garnet:2444 0.0.0.0.0.0 do mob:Cria de Aranha
(24/05/2024|00:50:34) [THAMUZ|20:89:84:07:DE:50|45.191.23.254] : MobName:THAMUZ dropou o item: Esmeralda:2442 0.0.0.0.0.0 do mob:Demonio do Vale
(24/05/2024|00:50:47) [MODS03|00:E2:69:6D:06:ED|170.78.33.88] : MobName:-lBioHaZZarD dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:50:54) [ADEILDO01|18:C0:4D:43:0A:6F|186.195.239.79] : MobName:LaEleMetal dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:HorizonAmald
(24/05/2024|00:51:01) [MODS03|00:E2:69:6D:06:ED|170.78.33.88] : MobName:-lBioHaZZarD dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:51:03) [THALES0101|40:8D:5C:ED:54:CF|177.137.198.142] : MobName:Barbecue dropou o item: Poeira_de_Lactolerium:413 59.244.59.224.59.175 do mob:Cria de Aranha
(24/05/2024|00:51:09) [MODS03|00:E2:69:6D:06:ED|170.78.33.88] : MobName:-lBioHaZZarD dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:51:15) [RAFALAN1|00:05:16:5A:23:7F|177.129.25.62] : MobName:LUCIFER dropou o item: Pedra_do_Sábio:1774 0.0.0.0.0.0 do mob:Morlock
(24/05/2024|00:51:15) [ADEILDO02|5C:C9:D3:1E:63:2A|104.28.229.179] : MobName:FMZINHA dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:HorizonAmald
(24/05/2024|00:51:30) [SMASH35|B4:2E:99:F4:C4:2D|138.0.244.88] : MobName:black dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:HorizonAmald
(24/05/2024|00:51:35) [MODS03|00:E2:69:6D:06:ED|170.78.33.88] : MobName:-lBioHaZZarD dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:51:41) [DROPTOMMY|70:4D:7B:CE:F9:E7|177.12.24.240] : MobName:RangeR dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:52:06) [LKSLAN|70:4D:7B:CE:F9:E7|177.12.24.240] : MobName:Solitario dropou o item: Diamante:2441 0.0.0.0.0.0 do mob:Cria de Aranha
(24/05/2024|00:52:07) [JEFFE93|E6:0E:A1:F0:86:A8|45.188.62.26] : MobName:Patolino dropou o item: Esmeralda:2442 0.0.0.0.0.0 do mob:Cria de Aranha
(24/05/2024|00:52:12) [OLIVEIRA5|2C:8D:B1:3C:6D:B4|131.221.90.121] : MobName:Dodo5 dropou o item: Garnet:2444 0.0.0.0.0.0 do mob:Cria de Aranha
(24/05/2024|00:52:15) [MODS03|00:E2:69:6D:06:ED|170.78.33.88] : MobName:-lBioHaZZarD dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:52:15) [DROPTOMMY|70:4D:7B:CE:F9:E7|177.12.24.240] : MobName:RangeR dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:52:16) [ADEILDO02|5C:C9:D3:1E:63:2A|104.28.229.179] : MobName:FMZINHA dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:HorizonAmald
(24/05/2024|00:52:16) [SMASH35|B4:2E:99:F4:C4:2D|138.0.244.88] : MobName:black dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:HorizonAmald
(24/05/2024|00:52:38) [OLIVEIRA1|2C:8D:B1:3C:6D:B4|131.221.90.121] : MobName:Dodo1 dropou o item: Coral:2443 0.0.0.0.0.0 do mob:Cria de Aranha
(24/05/2024|00:52:39) [RAFALAN1|00:05:16:5A:23:7F|177.129.25.62] : MobName:LUCIFER dropou o item: Coral:2443 0.0.0.0.0.0 do mob:Morlock
(24/05/2024|00:52:40) [ADEILDO02|5C:C9:D3:1E:63:2A|104.28.229.179] : MobName:FMZINHA dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:HorizonAmald
(24/05/2024|00:52:52) [MODS03|00:E2:69:6D:06:ED|170.78.33.88] : MobName:-lBioHaZZarD dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:53:14) [ADEILDO02|5C:C9:D3:1E:63:2A|104.28.229.179] : MobName:FMZINHA dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:HorizonAmald
(24/05/2024|00:53:28) [GFERREIRA1|10:C3:7B:C3:83:6D|177.200.255.112] : MobName:BestaMaster dropou o item: Poeira_de_Lactolerium:413 59.63.59.109.59.247 do mob:Morlock
(24/05/2024|00:53:30) [THALES0101|40:8D:5C:ED:54:CF|177.137.198.142] : MobName:Barbecue dropou o item: Moeda_de_Prata(1Mi):4026 43.4.0.0.0.0 do mob:Cria de Aranha
(24/05/2024|00:53:39) [RAFALAN1|00:05:16:5A:23:7F|177.129.25.62] : MobName:LUCIFER dropou o item: Diamante:2441 0.0.0.0.0.0 do mob:Morlock
(24/05/2024|00:53:45) [MODS03|00:E2:69:6D:06:ED|170.78.33.88] : MobName:-lBioHaZZarD dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:53:53) [ADEILDO01|18:C0:4D:43:0A:6F|186.195.239.79] : MobName:LaEleMetal dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:HorizonAmald
(24/05/2024|00:53:54) [GFERREIRA1|10:C3:7B:C3:83:6D|177.200.255.112] : MobName:BestaMaster dropou o item: Pedra_do_Sábio:1774 0.0.0.0.0.0 do mob:Morlock
(24/05/2024|00:53:58) [MODS03|00:E2:69:6D:06:ED|170.78.33.88] : MobName:-lBioHaZZarD dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:53:59) [THALES0101|40:8D:5C:ED:54:CF|177.137.198.142] : MobName:Barbecue dropou o item: Esmeralda:2442 0.0.0.0.0.0 do mob:Cria de Aranha
(24/05/2024|00:54:04) [ADEILDO02|5C:C9:D3:1E:63:2A|104.28.229.179] : MobName:FMZINHA dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:HorizonAmald
(24/05/2024|00:54:21) [MODS03|00:E2:69:6D:06:ED|170.78.33.88] : MobName:-lBioHaZZarD dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:54:27) [SMASH35|B4:2E:99:F4:C4:2D|138.0.244.88] : MobName:black dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:HorizonAmald
(24/05/2024|00:54:40) [SMASH35|B4:2E:99:F4:C4:2D|138.0.244.88] : MobName:black dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:HorizonAmald
(24/05/2024|00:54:47) [OLIVEIRA1|2C:8D:B1:3C:6D:B4|131.221.90.121] : MobName:Dodo1 dropou o item: Moeda_de_Prata(1Mi):4026 43.4.0.0.0.0 do mob:Cria de Aranha
(24/05/2024|00:54:53) [THAMUZ|20:89:84:07:DE:50|45.191.23.254] : MobName:THAMUZ dropou o item: Moeda_de_Prata(1Mi):4026 43.4.0.0.0.0 do mob:Demonio do Vale
(24/05/2024|00:54:53) [DROPTOMMY|70:4D:7B:CE:F9:E7|177.12.24.240] : MobName:RangeR dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:54:54) [THAMUZ|20:89:84:07:DE:50|45.191.23.254] : MobName:THAMUZ dropou o item: Moeda_de_Prata(1Mi):4026 43.4.0.0.0.0 do mob:Demonio do Vale
(24/05/2024|00:54:55) [GFERREIRA2|10:C3:7B:C3:83:6D|177.200.255.112] : MobName:BM-W dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:AranhaAmald
(24/05/2024|00:55:07) [SMASH35|B4:2E:99:F4:C4:2D|138.0.244.88] : MobName:black dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:HorizonAmald
(24/05/2024|00:55:17) [GFERREIRA2|10:C3:7B:C3:83:6D|177.200.255.112] : MobName:BM-W dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:AranhaAmald
(24/05/2024|00:55:26) [SMASH35|B4:2E:99:F4:C4:2D|138.0.244.88] : MobName:black dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:HorizonAmald
(24/05/2024|00:55:29) [GFERREIRA2|10:C3:7B:C3:83:6D|177.200.255.112] : MobName:BM-W dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:AranhaAmald
(24/05/2024|00:55:42) [THAMUZ|20:89:84:07:DE:50|45.191.23.254] : MobName:THAMUZ dropou o item: Esmeralda:2442 0.0.0.0.0.0 do mob:Demonio do Vale
(24/05/2024|00:55:42) [ADEILDO01|18:C0:4D:43:0A:6F|186.195.239.79] : MobName:LaEleMetal dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:HorizonAmald
(24/05/2024|00:55:50) [DROPTOMMY|70:4D:7B:CE:F9:E7|177.12.24.240] : MobName:RangeR dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:55:51) [THALES0101|40:8D:5C:ED:54:CF|177.137.198.142] : MobName:Barbecue dropou o item: Moeda_de_Prata(1Mi):4026 43.4.0.0.0.0 do mob:Cria de Aranha
(24/05/2024|00:55:54) [ADEILDO01|18:C0:4D:43:0A:6F|186.195.239.79] : MobName:LaEleMetal dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:HorizonAmald
(24/05/2024|00:56:02) [MODS03|00:E2:69:6D:06:ED|170.78.33.88] : MobName:-lBioHaZZarD dropou o item: Poeira_de_Oriharucon:412 59.165.59.201.59.209 do mob:MorlockAmald
(24/05/2024|00:56:04) [GFERREIRA1|10:C3:7B:C3:83:6D|177.200.255.112] : MobName:BestaMaster dropou o item: Diamante:2441 0.0.0.0.0.0 do mob:Morlock
(24/05/2024|00:56:06) [SMASH35|B4:2E:99:F4:C4:2D|138.0.244.88] : MobName:black dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:HorizonAmald
(24/05/2024|00:56:16) [YCOUTINHO3|9C:2A:70:8A:82:5A|201.14.93.34] : MobName:ALT-F4 dropou o item: Poeira_de_Lactolerium:413 59.105.59.209.59.224 do mob:Tauron
(24/05/2024|00:56:26) [RAFALAN1|00:05:16:5A:23:7F|177.129.25.62] : MobName:LUCIFER dropou o item: Diamante:2441 0.0.0.0.0.0 do mob:Morlock
(24/05/2024|00:56:27) [LKSLAN|70:4D:7B:CE:F9:E7|177.12.24.240] : MobName:Solitario dropou o item: Esmeralda:2442 0.0.0.0.0.0 do mob:Cria de Aranha
(24/05/2024|00:56:33) [THAMUZ|20:89:84:07:DE:50|45.191.23.254] : MobName:THAMUZ dropou o item: Esmeralda:2442 0.0.0.0.0.0 do mob:Demonio do Vale
(24/05/2024|00:56:38) [SMASH35|B4:2E:99:F4:C4:2D|138.0.244.88] : MobName:black dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:HorizonAmald
(24/05/2024|00:56:50) [CAPORAL2|9C:53:22:20:FC:E9|179.124.196.128] : MobName:M4A1-S dropou o item: Garnet:2444 0.0.0.0.0.0 do mob:Demonio do Vale
(24/05/2024|00:56:54) [DROPTOMMY|70:4D:7B:CE:F9:E7|177.12.24.240] : MobName:RangeR dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(24/05/2024|00:56:54) [SMASH35|B4:2E:99:F4:C4:2D|138.0.244.88] : MobName:black dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:HorizonAmald
(24/05/2024|00:57:04) [SMASH35|B4:2E:99:F4:C4:2D|138.0.244.88] : MobName:black dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:HorizonAmald
(24/05/2024|00:57:04) [DROPTOMMY|70:4D:7B:CE:F9:E7|177.12.24.240] : MobName:RangeR dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
